School,Role,Citations,Earliest_Pub,Field_1,Field_2,Major field
Rennselaer Polytechnic Institute,Professor,182,1976,Ordinary differential equations,,Analysis
Rennselaer Polytechnic Institute,Professor,90,1968,"Operations research, mathematical programming",,Applied Math
Rennselaer Polytechnic Institute,Professor,287,1989,"Operations research, mathematical programming",,Applied Math
Rennselaer Polytechnic Institute,Professor,662,2003,Numerical analysis,,Computer Science
Rennselaer Polytechnic Institute,Professor,190,1990,"Global analysis, analysis on manifolds",,PDE
Rennselaer Polytechnic Institute,Professor,436,2000,"Global analysis, analysis on manifolds",,PDE
Rennselaer Polytechnic Institute,Professor,358,1987,Fluid mechanics,,Applied Math
Rennselaer Polytechnic Institute,Professor,614,1985,Fluid mechanics,Numerical analysis,Applied Math
Rennselaer Polytechnic Institute,Professor,53,1977,Fluid mechanics,,Applied Math
Rennselaer Polytechnic Institute,Professor,258,1997,Fluid mechanics,,Applied Math
Rennselaer Polytechnic Institute,Professor,189,1988,Fluid mechanics,,Applied Math
Rennselaer Polytechnic Institute,Professor,56,1995,Fluid mechanics,,Applied Math
Rennselaer Polytechnic Institute,Professor,358,1987,Fluid mechanics,,Applied Math
Rennselaer Polytechnic Institute,Professor,224,1979,"Classical thermodynamics, heat transfer",Fluid mechanics,Mathematical Physics
Rennselaer Polytechnic Institute,Professor,34,1966,Approximations and expansions,,Applied Math
Rice University,Professor,1731,1997,Quantum theory,,Mathematical Physics
Rice University,Professor,336,1961,Partial differential equations,,PDE
Rice University,Professor,331,2002,Manifolds and cell complexes,,Geometry
Rice University,Professor,1406,1987,Manifolds and cell complexes,,Geometry
Rice University,Professor,1338,1971,"Global analysis, analysis on manifolds",,PDE
Rice University,Professor,427,1982,"Global analysis, analysis on manifolds",,PDE
Rice University,Professor,2482,1981,Functional analysis,,Harmonic analysis
Rice University,Professor,177,2001,Algebraic geometry,,Algebraic Geometry
Rutgers University-New Brunswick,Professor,778,1985,"Topological groups, Lie groups",Special functions,Lie Groups
Rutgers University-New Brunswick,Professor,1825,1969,Systems theory; control,,Applied Math
Rutgers University-New Brunswick,Professor,3677,1955,"Statistical mechanics, structure of matter",,Mathematical Physics
Rutgers University-New Brunswick,Professor,2058,1984,"Statistical mechanics, structure of matter",Partial differential equations,Mathematical Physics
Rutgers University-New Brunswick,Professor,569,1988,"Statistical mechanics, structure of matter",,Mathematical Physics
Rutgers University-New Brunswick,Professor,846,1987,Several complex variables and analytic spaces,,Complex Analysis
Rutgers University-New Brunswick,Professor,796,2005,Several complex variables and analytic spaces,Differential geometry,Complex Analysis
Rutgers University-New Brunswick,Professor,248,1967,Quantum theory,,Mathematical Physics
Rutgers University-New Brunswick,Professor,676,1973,Probability theory and stochastic processes,,Probability
Rutgers University-New Brunswick,Professor,1853,1998,Partial differential equations,,PDE
Rutgers University-New Brunswick,Professor,564,1972,Partial differential equations,,PDE
Rutgers University-New Brunswick,Professor,2668,1980,Partial differential equations,,PDE
Rutgers University-New Brunswick,Professor,1512,1980,Partial differential equations,,PDE
Rutgers University-New Brunswick,Professor,4770,1985,Partial differential equations,,PDE
Rutgers University-New Brunswick,Professor,534,1989,Partial differential equations,Differential geometry,PDE
Rutgers University-New Brunswick,Professor,643,1991,Partial differential equations,"Global analysis, analysis on manifolds",PDE
Rutgers University-New Brunswick,Professor,5219,1971,Number theory,,Number theory
Rutgers University-New Brunswick,Professor,1095,1974,Number theory,,Number theory
Rutgers University-New Brunswick,Professor,432,1996,Number theory,,Number theory
Rutgers University-New Brunswick,Professor,287,2002,Number theory,,Number theory
Rutgers University-New Brunswick,Professor,1716,1986,Nonassociative rings and algebras,,Algebra
Rutgers University-New Brunswick,Professor,235,1992,Manifolds and cell complexes,,Geometry
Rutgers University-New Brunswick,Professor,120,1996,Group theory and generalizations,,Group theory
Rutgers University-New Brunswick,Professor,585,1983,Group theory and generalizations,,Group theory
Rutgers University-New Brunswick,Professor,1559,1986,Group theory and generalizations,,Group theory
Rutgers University-New Brunswick,Professor,1158,1980,Fourier analysis,Partial differential equations,Harmonic analysis
Rutgers University-New Brunswick,Professor,2169,1985,Dynamical systems and ergodic theory,Biology and other natural sciences,Dynamics
Rutgers University-New Brunswick,Professor,656,2004,Differential geometry,,Geometry
Rutgers University-New Brunswick,Professor,974,1988,Differential geometry,,Geometry
Rutgers University-New Brunswick,Professor,350,1990,Differential geometry,,Geometry
Rutgers University-New Brunswick,Professor,840,1996,Differential geometry,Algebraic geometry,Geometry
Rutgers University-New Brunswick,Professor,1048,1979,Computer science,,Computer Science
Rutgers University-New Brunswick,Professor,309,1990,Computer science,Group theory and generalizations,Computer Science
Rutgers University-New Brunswick,Professor,2551,1964,Combinatorics,,Combinatorics
Rutgers University-New Brunswick,Professor,1038,1968,Combinatorics,,Combinatorics
Rutgers University-New Brunswick,Professor,975,1969,Combinatorics,,Combinatorics
Rutgers University-New Brunswick,Professor,2530,1971,Combinatorics,,Combinatorics
Rutgers University-New Brunswick,Professor,1088,1979,Combinatorics,,Combinatorics
Rutgers University-New Brunswick,Professor,3077,1977,Category theory; homological algebra,,Algebra
Rutgers University-New Brunswick,Professor,184,2000,Algebraic geometry,,Algebraic Geometry
Rutgers University-New Brunswick,Professor,741,1993,Algebraic geometry,,Algebraic Geometry
Rutgers University-New Brunswick,Professor,666,1996,Algebraic geometry,,Algebraic Geometry
Rutgers University-New Brunswick,Professor,160,2001,Algebraic geometry,,Algebraic Geometry
Stanford University,Professor,5998,1974,Probability theory and stochastic processes,,Probability
Stanford University,Professor,3728,1986,Probability theory and stochastic processes,,Probability
Stanford University,Professor,1039,2003,Probability theory and stochastic processes,,Probability
Stanford University,Professor,117,1995,Potential theory,Fourier analysis,Complex Analysis
Stanford University,Professor,5852,1969,Partial differential equations,,PDE
Stanford University,Professor,1769,1993,Partial differential equations,,PDE
Stanford University,Professor,1232,2004,Numerical analysis,,Computer Science
Stanford University,Professor,1564,1982,Number theory,,Number theory
Stanford University,Professor,2907,1988,Number theory,,Number theory
Stanford University,Professor,1252,1991,Number theory,,Number theory
Stanford University,Professor,1269,1996,Number theory,Algebraic geometry,Number theory
Stanford University,Professor,932,1978,Manifolds and cell complexes,Several complex variables and analytic spaces,Geometry
Stanford University,Professor,503,2003,Manifolds and cell complexes,,Geometry
Stanford University,Professor,7613,1998,"Information and communication, circuits",,Computer Science
Stanford University,Professor,2352,1986,"Global analysis, analysis on manifolds",,PDE
Stanford University,Professor,1063,1997,"Global analysis, analysis on manifolds",,PDE
Stanford University,Professor,69,1996,Dynamical systems and ergodic theory,Fluid mechanics,Dynamics
Stanford University,Professor,307,1992,Differential geometry,,Geometry
Stanford University,Professor,2899,1970,Differential geometry,,Geometry
Stanford University,Professor,1304,1979,Differential geometry,,Geometry
Stanford University,Professor,887,2003,Combinatorics,,Combinatorics
Stanford University,Professor,831,1996,Algebraic geometry,,Algebraic Geometry
Stony Brook University,Professor,501,1966,Several complex variables and analytic spaces,,Complex Analysis
Stony Brook University,Professor,350,1994,Several complex variables and analytic spaces,,Complex Analysis
Stony Brook University,Professor,2906,1959,Partial differential equations,,PDE
Stony Brook University,Professor,12177,1950,Manifolds and cell complexes,,Geometry
Stony Brook University,Professor,645,1970,Manifolds and cell complexes,,Geometry
Stony Brook University,Professor,1287,1972,Manifolds and cell complexes,,Geometry
Stony Brook University,Professor,5237,1983,Manifolds and cell complexes,,Geometry
Stony Brook University,Professor,5155,1966,"Global analysis, analysis on manifolds",,PDE
Stony Brook University,Professor,1926,1973,"Global analysis, analysis on manifolds",,PDE
Stony Brook University,Professor,1792,1979,"Global analysis, analysis on manifolds",,PDE
